ndvi,RegionID
6785.515625,2
7017.149414,2
6802.560059,2
6867.509766,2
6882.837402,2
7287.25293,2
6977.037109,2
7575.025391,2
6717.140625,2
6146.203125,2
5792.710449,2
5905.085449,2
4692.876465,2
4706.065918,2
8117.378418,1
6858.052734,2
6284.126953,2
6651.142578,1
6714.697266,1
6612.557617,1
6885.470215,1
7160.26709,1
7161.446289,1
7136.725586,1
7112.097168,2
6955.287598,2
7344.619629,2
6881.010742,2
6760.507813,2
6707.653809,2
6279.459961,2
5990.723633,2
5735.720215,2
5881.90625,2
5882.953125,2
5954.733887,2
6236.626953,2
6306.893555,2
6326.537109,2
6703.551758,2
7029.92627,2
6319.187012,2
6384.843262,2
6957.600098,2
7110.646973,2
7061.363281,2
6946.554199,2
6693.026855,2
7006.802734,2
7142.263184,2
7217.500488,2
6563,2
6155.310059,2
4876.410156,2
3941.673096,2
4694.507324,2
7095.635254,2
5527.60791,1
7486.513184,1
6957.992676,2
6455.830566,2
6421.030762,2
6184.783691,2
6728.369141,1
6700.203125,1
6696.666992,1
7306.126953,1
7279.599609,1
7224.50293,2
7181.022949,2
7200.249512,2
6790.271484,2
6493.687012,2
6492.954102,2
6823.798828,2
6846.508789,1
6726.450195,1
6559.319336,2
6468.754395,2
6624.597656,2
6418.816895,2
5698.093262,2
5264.800781,2
5596.957031,2
5791.457031,2
5306.09668,2
5698.22998,2
6181.160645,2
6492.649902,2
6656.453613,2
6289.246094,2
6574.729492,2
7077.797363,2
7138.580078,2
6952.58252,2
6256.589844,2
6139.426758,2
7043.350098,2
6867.876953,2
6930.583008,2
6548.923828,2
4322.759766,2
3754.053223,2
3989.087402,2
4271.428223,2
5161.419922,2
5424.066895,2
5743.873047,2
6313.30957,2
4854.531738,2
4555.458496,1
5669.359863,1
7559.457031,2
7608.026367,2
6305.770508,2
6552.956055,2
6593.65625,2
6747.15625,2
6743.510742,1
6626.249512,1
7071.700684,1
6720.663086,2
6545.730469,2
6570.75293,2
6425.486328,2
6421.583008,2
6412.102539,2
6315.996094,1
6600.736328,1
6655.433594,2
6154.983887,2
5867.580078,2
6016.77002,2
6243.70166,2
6682.147461,2
6612.859863,2
6426.306152,2
6685.149902,2
6314.113281,2
6355.0625,2
6598.962891,2
6119.15625,2
5786.336914,2
6184.033203,2
6659.397461,2
6909.373047,2
6101.433105,2
6575.472656,2
5138.959961,2
5652.09375,2
6213.430176,2
6975.90332,2
7040.246094,2
7151.456055,2
6712.526367,2
6984.953125,2
7119.410645,2
6715.92627,2
6517.636719,2
6682.40332,2
5883.166016,2
5255.066406,2
3469.706543,2
3550.15625,2
3871.167236,2
4119.873535,2
4378.437012,2
5767.799316,2
5687.273926,2
6720.040527,2
7044.052734,2
6623.740234,2
6052.339844,2
6395.290527,2
6118.73291,2
5791.178711,2
5573.401855,2
4785.790039,1
7031.399414,1
7320.187012,2
7887.209473,2
7337.695801,2
6829.083008,2
6103.686035,2
6284.890137,2
6455.816895,2
6538.946777,2
7225.820801,2
7211.259766,2
7412.864258,1
6944.953613,1
6431.25293,2
6329.906738,2
6772.766113,2
6139.724609,2
6141.269531,1
6141.269531,2
6194.163086,1
5849.117676,1
5006.419922,1
5519.743164,2
6169.799805,2
5902.212891,2
5045.486328,2
5546.426758,2
6060.660156,2
6152.07959,2
6307.259277,2
6589.236328,2
6157.15918,2
5738.49707,2
6212.17334,2
6551.626953,2
6305.183594,2
6133.600586,2
5954.589355,2
6663.425781,2
6233.350586,2
5651.256836,2
6578.986816,2
6042.803223,2
5211.426758,2
5563.769531,2
6276.583984,2
5868.52002,2
5733.373535,2
6628.186035,2
6604.80957,2
6804.06543,2
6650.126953,2
6710.303223,2
6563.263672,2
6687.136719,2
7031.093262,2
6945.776367,2
6940.523926,2
4703.74707,2
4568.349609,2
4463.069824,2
6320.15332,2
6258.63623,2
6710.753906,2
6851.709961,2
6118.154297,2
7229.333984,2
7191.546387,2
7509.442383,2
7240.373047,2
7152.119141,2
6724.023926,2
5583.146484,2
5168.769043,2
3783.490967,2
4745.209473,1
7342.49707,2
7679.490234,2
7578.563965,2
7688.643066,2
7098.130859,2
7199.083008,2
6130.990234,2
6530.620605,2
6352.13916,2
6733.729492,2
6924.59668,2
6892,2
7462.906738,2
6788.242676,2
6441.633301,2
6497.296875,2
6156.872559,2
5465.490234,1
5473.61084,1
4814.676758,1
4343.929688,2
5143.957031,2
5241.926758,2
4538.712891,2
4699.163574,2
5475.937012,2
5779.279785,3
5702.720703,3
5456.899414,2
5939.856934,2
6373.899902,2
6278.51709,2
6514.577637,2
6367.07666,2
6544.199219,2
6446.382324,2
6465.32666,2
6003.426758,2
6275.146484,2
6279.135742,2
6531.287109,2
6614.986328,2
6225.516113,2
5761.310059,2
5673.450195,2
5701.103027,2
6324.169922,2
6836.560547,2
5862.202637,2
6081.498535,2
6819.423828,2
7193.55957,2
6452.609863,2
7358.609375,2
7228.646973,2
7296.163086,2
7192.716309,2
7147.463867,2
6337.722656,2
5066.063477,2
6001.683105,2
6444.276855,2
7090.895508,2
7253.23291,2
7018.333008,2
6427.116699,2
6826.00293,2
7134.006836,2
7060.40332,2
6892.099609,2
6827.793945,2
6612.697266,2
5552.683594,2
4968.756348,2
4660.902832,2
5091.333496,2
4974.383301,2
6669.676758,2
7598.34668,2
7553.806641,2
7583.28418,2
6748.166992,1
6778.327637,2
6635.26416,2
6878.583984,2
6563.506836,2
6679.288086,2
6792.706055,2
6694.116699,2
7003.767578,2
6910.083008,2
6800.750488,2
6156.996094,2
6357.001465,2
6261.156738,2
5779.366699,2
4877.729492,2
4662.846191,2
4806.370117,2
5174.75,2
3913.239258,2
4129.493164,2
4689.753418,2
4689.753418,3
4953.063477,3
5490.11377,3
5529.687012,3
5899.48291,3
6086.467285,2
6727.046875,2
7102.089844,2
7282.696777,2
7076.443359,2
6273.919922,2
6327.150391,2
6804.936035,2
6741.40918,2
6403.151367,2
6091.663086,2
6466.552734,2
6367.560547,2
6150.456055,2
5874.375488,2
5290.716309,2
5754.953613,2
6846.816406,2
7097.712891,2
6954.212891,2
7031.260742,2
7150.93457,2
7463.876953,2
7353.932617,2
7239.446777,2
6850.723633,2
7141.640137,2
7398.486816,2
7230.720215,2
7028.993652,2
6119.260742,2
6316.736328,2
6810.48291,2
7349.066406,2
7368.910156,2
6966.656738,2
6568.716797,2
6215.477051,2
7292.040039,2
6998.423828,2
6743.873535,2
6133.990723,2
7214.005859,2
6936.879883,2
6677.679199,2
7067.875488,2
6559.339844,2
5898.132813,2
4411.626465,2
5777.549316,2
7288.053711,2
7754.134277,2
7703.723633,2
7125.495117,2
6740.678711,2
6462.556641,1
5809.883301,1
6052.406738,2
6317.986328,2
5999.744141,2
6431.00293,2
6614.299316,2
6732.729492,2
6848.876465,2
6824.243652,2
6634.919922,2
6094.303711,2
6195.61084,2
6053.549805,2
5882.049805,2
5708.350586,2
5463.466797,2
4877.457031,2
5053.669922,2
5126.583984,2
4934.913574,3
4911.042969,3
5033.166504,3
5486.229492,3
5574.696777,3
6113.216309,3
6680.193359,2
6836.919434,2
6951.353027,2
6892.560059,2
6891.17041,2
6919.482422,2
6762.503906,2
6584.556641,2
6345.333008,2
6748.466797,2
6425.457031,2
6620.279297,2
6414.826172,2
6393.80957,2
6252.813965,2
5801.82666,2
5996.506348,2
6166.873535,2
6684.762695,2
7331.270508,2
7300.587402,3
7397.576172,3
7308.803711,3
7139.607422,3
6997.933594,3
6818.79248,3
6805.803711,2
7013.77002,2
7210.49707,2
6876.249512,2
6994.849609,2
7038.299316,2
7125.702637,2
6733.519531,2
6961.084473,2
7091.817383,2
7318.064453,2
6636.823242,2
6716.990234,2
6466.826172,2
6413.130859,2
5830.462891,2
6667.196777,2
7168.34375,2
6797.402344,2
6836.376465,2
7001.226074,2
6893.92627,2
6103.40625,2
5073.799805,2
6826.92627,2
7816.526367,2
7782.196289,2
7413.540527,2
6752.089844,2
6732.439941,2
6731.266113,1
6757.519531,1
6028.653809,1
5885.51709,1
6089.743164,2
6229.709473,2
6155.5,2
6052.632324,2
6117.720215,2
6927.509766,2
6521.135742,2
6874.890137,2
6252.313965,2
5580.370605,2
5899.923828,2
6386.323242,2
5337.646484,2
4930.580566,2
5177.67334,2
5120.163574,2
5250.817383,2
5250.817383,3
5453.92334,3
5565.206055,3
5706.629883,3
5864.687012,3
6412.619141,3
6356.323242,3
6650.896973,3
6607.228516,2
6702.819824,2
6803.933594,2
6772.287109,2
6724.112305,2
6423.166992,2
6650.436035,2
6739.957031,2
6629.029297,2
6562.760742,2
6771.893066,2
6827.953613,2
6543.209473,2
6724.689941,2
6638.016113,2
5626.40625,2
5725.312988,2
6162.617676,2
6372.283203,3
7054.625488,3
6977.683105,3
7246.353516,3
7108.990234,3
6302.200195,3
6630.036133,3
6999.422363,3
7041.695801,3
7118.63623,3
6905.193848,3
6726.426758,2
6502.442383,2
6503.92041,2
6264.61377,2
6402.410156,2
6526.609375,2
6991.663086,2
7078.733887,3
6567.830078,2
6458.84375,2
6579.493652,2
6218.510742,2
6390.336426,2
6283.039551,2
7106.32666,2
6986.687012,2
6852.060059,2
6922.130859,2
6908.830078,2
7108.569824,2
6292.143066,2
4859.489746,2
4077.789063,2
6170.693359,2
7920.609375,2
7785.346191,2
7924.700195,2
6863.583984,2
7158.567383,2
6853.439453,2
6750.026855,2
6780.060547,2
6100.410156,1
5998.649902,2
6616.206055,2
6295.956055,2
6094.022949,2
5896.38916,2
6414.270508,2
6493.529785,2
6441.40918,2
6176.276855,2
6041.296387,2
5725.787109,2
5588.970215,2
5695.149902,2
5797.089844,2
4981.353027,2
5018.022949,3
5389.446289,3
5437.006836,3
4855.600098,3
5749.356934,3
6272.006836,3
6480.283203,3
6686.804199,3
6515.680664,3
5978.700195,2
6404.15332,2
6839.26709,2
6792.393555,2
6675.083008,2
6717.763184,2
6428.666016,2
6518.506836,2
6629.40625,2
6547.010742,2
6774.263184,2
6615.86377,2
6683.723633,2
6572.34375,2
6437.589844,2
6000.060059,2
5668.040039,2
6111.039551,3
6136.606445,3
7074.995605,3
6648.490723,3
6504.156738,3
6563.57666,3
6450.663574,3
5838.632324,3
6249.863281,3
7074.816895,3
7123.069336,3
6769.833008,3
6640.957031,3
6578.056641,3
6953.213867,3
7035.593262,2
6747.220215,2
7052.098633,2
7031.703125,3
7111.906738,3
7039.029785,3
7096.906738,3
6734.689941,3
6604.907715,3
6617.330078,2
6516.799805,2
6692.109863,2
6748.993652,2
7102.256348,2
7175.249512,2
6934.939941,2
7288.777344,2
6370.887695,2
5113.713379,2
4272.539551,2
6793.701172,2
8065.486816,2
8117.86377,2
7837.334473,2
7629.680176,2
7034.598633,2
6781.946289,2
6907.603516,2
6898.32666,2
6567.120605,2
5581.207031,2
5845.943359,2
5991.066895,2
6319.450195,2
6031.330566,2
5917.772949,2
6156.359863,2
6177.129883,2
5729.973145,2
5972.806641,2
5775.957031,2
5635.946777,2
5615.023926,3
5678.033691,3
4632.893066,3
3320.696777,3
5173.97998,3
4813.033203,3
4762.180176,3
4873.223633,3
5032.223633,3
5869.817383,3
6290.533691,3
5862.066406,3
6092.92627,3
6052.945801,2
6464.976074,2
6407.563965,2
6587.896484,2
6640.042969,2
7049.859863,2
6812.276367,2
6781.119141,2
6624.443848,2
6777.913574,2
6562.869141,2
6679.046387,2
6897.0625,2
6658.453125,2
6357.563965,3
5924.772949,3
6771.312988,3
6806.697266,3
7138.322266,3
6958.479492,3
6448.483887,3
6079.903809,3
6759.453613,3
5954.49707,3
6300.183594,3
7003.859863,3
7002.013184,3
6702.084473,3
6459.256836,3
7158.697266,3
7364.950195,3
6870.913574,3
5937.996094,3
6965.207031,3
7392.436035,3
7137.463867,3
7117.63916,3
6749.36084,3
6590.563965,3
7072.623535,3
6857.888672,3
6471.693848,3
7160.353027,2
6958.180176,2
6915.143066,2
7098.513184,2
6994.126953,2
7346.396484,2
7197.386719,2
6935.370605,2
6623.153809,2
5954.819824,2
3688.066895,2
6475.989746,2
7642.493164,2
7872.326172,2
6194.210449,2
7471.921875,3
7041.833984,3
6987.04541,3
6399.669434,3
6693.919922,3
5494.623047,3
5192.936035,3
6439.497559,3
6233.779785,3
5489.390137,3
5850.287109,3
5478.646973,3
5398.407715,3
5605.443848,3
5338.406738,3
5048.733398,3
5939.393555,3
5574.379883,3
5779.780762,3
5421.220215,3
3564.866943,3
5135.893555,3
5026.933594,3
5004.583008,3
4908.879883,3
4936.089844,3
5524.300781,3
5485.689941,3
5455.566895,3
5710.146973,3
5603.180664,3
6091.589844,2
6303.623047,2
6140.27002,2
6390.529785,2
6825.880859,2
6697.48291,2
6847.207031,2
6694.040527,2
6796.199219,2
6854.706055,2
6520.113281,2
6923.794434,2
7172.900391,3
6752.219238,3
6629.353516,3
6952.765625,3
7149.566406,3
6378.596191,3
5970.73291,3
6672.720703,3
6694.180176,3
6779.689941,3
5873.062988,3
5760.240234,3
7105.327637,3
6915.583984,3
6972.823242,3
6415.120605,3
6512.753906,3
6573.457031,3
6778.846191,3
6601.853516,3
6866.846191,3
6614.772949,3
6194.862305,3
6952.870117,3
6838.25,3
6658.033203,3
6792.149414,3
7113.893555,3
6708.750488,3
7060.910156,3
6912.396973,3
6877.019531,2
6960.17334,2
6581.11377,2
6921.38916,2
7081.282715,2
6403.356445,2
6338.813965,2
6028.84668,2
5364.09668,2
4870.046387,2
3273.971924,2
5508.652344,2
5975.189941,2
7546.9375,2
7210.188965,3
7090.416992,3
6371.240234,3
6468.810059,3
5720.40625,3
5756.299805,3
5721.023926,3
5620.243164,3
5597.073242,3
5840.217285,3
5459.103516,3
4976.577148,3
5455.263672,3
5787.07959,3
5539.990234,3
5836.26709,3
6326.716797,3
5589.772949,3
5407.586914,3
5415.933105,3
4980.350098,3
5230.569824,3
4944.406738,3
4985.796875,3
5430.173828,3
5461.903809,3
5542.566406,3
5390.649414,3
5235.206055,3
5427.716309,3
5555.930176,3
5328.810059,3
6086.302734,2
6016.046387,2
6065.606445,2
5901.769531,2
6384.90332,2
6453.11084,2
6016.866211,2
6420.049316,2
6907.359375,3
6992.130859,3
6880.549805,3
7044.90918,3
7154.586914,3
6985.150391,3
7182.202637,3
7462.542969,3
6395.23291,3
5503.879883,3
6665.07373,3
6980.929199,3
6702.140137,3
6342.470703,3
5631.873535,3
6602.146973,3
6868.273926,3
6817.63623,3
6233.970215,3
5889.726074,3
6184.799805,3
6942.973633,3
7105.782715,3
7325.293945,3
7153.890137,3
6839.11084,3
6212.959473,3
6159.410156,3
5802.90625,3
7014.249512,3
7151.193848,3
6664.40918,3
7193.216309,3
7047.99707,3
6917.142578,3
7014.429199,3
7222.086426,3
7037.606445,3
7251.533691,3
6421.149414,2
6353.240234,2
6714.800781,2
6787.966797,2
6072.276367,2
3875.034912,2
7059.986328,2
6710.25,3
6341.343262,3
6770.73291,3
6018.763184,3
6160.000488,3
5850.796875,3
6065.213867,3
6296.383301,3
5683.273926,3
5323.589844,3
5063.283203,3
5847.47998,3
5674.477051,3
5938.040039,3
5137.399902,3
5909.996094,3
5570.593262,2
5232.779785,2
5419.700195,3
5189.01709,3
4996.643555,3
4604.160156,3
4369.82373,3
5108.925781,3
5437.049805,3
5391.226074,3
5531.339844,3
5334.623535,3
5209.133301,3
5177.280273,3
5326.216797,3
5700.583008,3
5951.763184,3
5961.623535,5
5761.34668,5
5673.273926,5
5857.787109,5
5963.782715,5
6276.787109,5
6478.520508,3
6700.643555,3
6813.680176,3
6634.747559,3
6815.72998,3
6597.960449,3
7150.346191,3
7262.15332,3
7112.150391,3
6930.933105,3
6613.453613,3
6497.330566,3
6436.606445,3
6726.562988,3
5529.716797,3
5686.653809,3
5821.730469,3
5503.083984,3
5622.783691,3
6212.599609,3
6133.542969,3
6461.276855,3
6776.77002,3
6855.493164,3
7262.046875,3
7186.310547,3
6628.646484,3
6373.797363,3
6533.200195,3
7193.227539,3
6898.65625,3
6470.446777,3
7308.113281,3
6947.606445,3
6801.946289,3
6953.720703,3
7352.455566,3
7398.523926,3
7340.756836,3
6957.744141,3
6768.042969,3
6827.346191,2
7354.713867,2
6954.38916,2
6380.977051,2
5089.445801,2
4028.092529,2
6790.739258,3
6706.981445,3
6390.70459,3
5943.600586,3
5702.47998,3
5935.407715,3
6114.376953,3
4631.600098,3
5011.816406,3
6126.919922,3
6096.631348,2
5683.827637,2
5560.830078,3
4403.90625,3
5689.5,3
5826.350586,2
5765.373047,2
5887.919922,2
4980.816895,3
5027.646973,3
4919.299805,3
4708.73291,3
4779.783203,4
5120.023438,4
5352.649414,4
5322.259766,4
5600.52002,3
5234.886719,3
5096.069824,3
5643.83252,3
5556.196289,3
5704.433594,5
5667.327637,5
5816.42627,5
5797.270508,5
5794.00293,5
6007.276367,5
6101.953613,5
6860.009766,5
7019.25293,3
6626.573242,3
6509.95459,3
6500.893066,3
6607.563965,3
6650.707031,3
6906.997559,3
6871.066406,3
7398.447266,3
7295.910156,3
6219.406738,3
6088.546387,3
6167.833984,3
6682.716797,3
6680.306152,3
5677.533203,3
5219.386719,3
5645.883301,3
5656.853516,3
6070.926758,3
6681.056641,3
7221.740234,3
6946.943359,3
7341.343262,3
7433.361328,3
6699.753906,3
5198.043945,3
5940.75,3
6827.876953,3
6616.369141,3
6377.006348,3
6928.712402,3
6935.580078,3
6951.412598,3
6632.680176,3
7295.143066,3
7298.616699,3
7181.799805,3
6590.342285,3
7116.156738,3
7247.049316,3
7181.816406,3
7101.626465,2
7269.125488,2
6670.063965,2
5357.257813,2
6492.941406,3
6348.562988,5
6170.962891,5
5636.843262,5
5891.573242,5
5483.773926,5
5624.606445,5
5029.503418,3
5899.656738,3
5853.126953,2
6296.643066,2
5705.540527,2
4400.556641,2
4459.813477,2
5572.609863,2
5788.347656,2
5708.549805,2
5057.106445,3
4935.499512,3
5217.473145,3
4925.719727,4
4500.746094,4
5180.926758,4
5326.922363,4
5723.633789,4
5668.486328,4
5238.783203,5
5375.609863,5
5284.979492,5
5579.169434,5
5567.696289,5
5842.553711,5
5723.350098,5
6054.427734,5
6234.725586,5
6288.522949,5
6286.549805,5
6722.603516,5
6758.952637,3
6634.723145,3
6801.84375,3
6602.033691,3
6720.069824,3
6775.84375,3
6870.449219,3
6797.103027,3
7229.703125,3
6882.957031,3
6644.307617,3
6115.640137,3
5781.42041,3
6538.82666,3
6691.416992,3
6847.34668,3
6184.230469,3
5598.743652,3
5448.333984,3
6014.283203,3
6453.49707,3
6844.117676,3
7036.019531,3
6874.790527,3
6929.477051,3
6729.74707,3
6548.366699,3
6176.023926,3
5947.839844,3
5560.166992,3
6684.236816,3
6498.760742,3
6908.416992,3
7099.849609,3
7116.356934,3
7216.249512,3
6752.043945,3
7115.6875,3
6711.959961,3
6924.064453,3
7029.630859,3
7091.049805,3
6646.363281,3
7277.306152,3
4633.146973,2
5122.546875,2
6335.412109,5
5729.496094,5
5891.73291,5
5755.093262,5
6070.27002,5
5967.216797,5
5778.30957,5
4709.55957,5
5514.009277,5
5789.307617,3
6213.424316,2
6048.45459,2
5534.763672,2
4545.422852,2
4733.180176,2
5107.133789,3
4757.589844,3
4439.416504,3
4914.836426,4
5385.700195,4
5521.243164,4
5131.967285,4
5314.640137,4
5198.229492,4
5461.983887,4
5400.640137,4
5497.276855,4
5433.490234,5
4984.133301,5
5194.430176,5
5220.299805,5
5599.707031,5
5792.383301,5
6232.607422,5
6217.42041,5
6203.73291,5
6001.593262,5
6732.560059,5
6722.653809,3
6906.981934,3
6838.893066,3
6717.82959,3
6863.769531,3
6737.625488,3
6878.149902,3
6917.429199,3
7101.259277,3
6800.779785,3
6887.42627,3
6576.813965,3
5888.966309,3
5346.883301,3
5942.529785,3
6392.109863,3
6267.006836,3
5931.970215,3
5473.490234,3
6394.093262,3
6572.155762,3
7036.11377,3
7347.445801,3
7101.25,3
6891.049805,3
6468.103516,3
6786.216309,3
6533.603027,3
5424.209961,3
6118.92627,3
6093.876465,3
5943.549805,3
6168.743652,3
6512.023926,3
6887.337402,3
7135.656738,3
7132.874512,3
6917.050781,3
6982.933594,3
7003.760742,3
6913.916992,3
7129.786133,3
7017.86377,3
6682,3
7178.886719,3
6552.868652,3
6418.047852,4
5839.25,5
5826.03418,5
5512.712891,5
6210.807617,5
5608.883301,5
5759.469238,5
5581.810059,5
5511.243164,5
5732.616211,5
5480.236328,5
4926.379883,2
4679.696777,2
5321.259766,2
5190.479492,2
5460.243652,3
5645.546387,3
4973.212891,4
4899.123047,4
5099.026855,4
5117.242676,4
5322.473145,4
5089.386719,4
5052.876953,4
5351.029785,4
5301.157715,4
5355.600586,4
5580.117676,4
5781.759766,5
5706.870605,5
5450.562988,5
5005.006836,5
5194.860352,5
6160.24707,5
6229.872559,5
5972.616699,5
5985.612305,5
6044.997559,5
6592.669922,3
6694.166992,3
6669.130859,3
6815.259766,3
6677.453125,3
6714.457031,3
6724.24707,3
6912.596191,3
6981.660156,3
6873.959961,3
6131.330078,3
6611.490234,3
6480.796387,3
5440.046875,3
5267.009766,3
5777.007324,3
5306.653809,3
5346.063965,3
5287.276367,3
6012.326172,3
5991.363281,3
6557.733887,3
7117.146973,3
7251.530762,3
7460.877441,3
7107.921387,3
6116.59375,3
7042.716797,3
6642.17041,3
6413.479492,3
6483.499512,3
6039.023926,3
6522.930664,3
6636.577637,3
6769.257324,3
7160.413086,3
7296.145508,3
7254.410645,3
7112.513184,3
6953.227051,3
6893.50293,3
7102.154297,3
6758.819824,3
6744.17627,3
7014.143555,3
6504.515137,3
5970.35498,3
6189.733398,4
5596.679199,4
5491.680176,4
5923.146973,4
6589.310059,4
5865.187012,4
5853.123535,4
5798.486816,5
5448.423828,5
5582.629883,5
5833.890137,5
5773.220703,5
5795.893555,5
5677.310059,2
5781.086426,2
5916.693848,3
5704.476074,3
5215.606934,4
4948.799805,4
4884.166504,4
4513.477051,4
4804.149902,4
4566.833008,4
4687.103516,4
4883.506836,4
5081.163574,4
5494.529785,4
5626.836914,4
5664.946289,4
5536.589844,5
5656.663086,5
5658.336914,5
5765.310547,5
6178.893555,5
6025.049805,5
5805.126465,5
5971.473145,5
5687.806152,3
6172.206055,3
6460.556641,3
6642.876953,3
6640.506836,3
6796.880859,3
6673.640137,3
6521.187012,3
6883.642578,3
6747.09668,3
6107.306641,3
5746.299805,3
5887.206055,3
6156.856934,3
6099.922363,3
5159.886719,3
5670.453125,3
5432.52002,3
5269.740234,3
5128.290527,3
5828.203613,3
5913.09375,3
5865.777344,3
6993.453613,3
6941.933594,3
6815.40332,3
7199.379883,3
5688.84668,3
5637.859863,3
6885.287109,3
7043.946777,3
6809.223633,3
6122.566406,3
6407.370117,3
6460.356445,3
6507.36084,3
6927.830078,3
7068.753906,3
6957.727051,3
7021.026855,3
7215.133301,3
7097.460449,3
7193.165527,3
6845.672363,3
6669.927734,3
7055.246094,3
6500.756836,3
7287.086914,5
7326.734863,5
7403.123535,1
7471.977051,1
7509.42334,1
7318.381348,1
6795.775879,1
6234.225098,4
5372.34668,4
5683.853516,4
6012.973145,4
6238.140625,4
6167.459961,4
5411.346191,4
5773.383301,4
5380.67627,4
5184.473145,5
5658.676758,5
6206.263672,5
6094.683594,5
5700.726074,5
5850.836914,3
6348.543945,3
5650.307617,4
5294.620117,4
5356.303711,4
5038.353516,4
4351.119629,4
4529.806152,4
4697.17041,4
5038.44043,4
5401.886719,4
5439.82666,4
5406.470215,4
5327.789551,4
5154.040527,4
5227.466309,5
5637.576172,5
5899.276855,5
5915.049805,5
6152.855469,5
6026.209961,5
5809.216797,5
6096.157715,5
6163.92627,3
5953.310059,3
6263.342285,3
6215.443359,3
6566.59668,3
6551.84375,3
6458.982422,3
6574.906738,3
6947.052734,3
6917.133789,3
6167.506836,3
5768.209961,3
5744.77002,3
5643.836426,3
5400.286133,3
5477.887695,3
6200.133789,3
5745.522949,3
5541.049805,3
5343.333984,3
6075.596191,3
5371.977051,3
6515.103516,3
6662.956055,3
6537.276855,3
5945.672363,3
6778.077637,3
5686.103027,3
5139.023926,3
6725.723145,3
6773.657715,3
6771.626465,3
6925.370117,3
6739.653809,3
5961.053223,3
6740.27002,3
7118.616699,3
6504.393555,3
7051.620605,3
7080.5,3
7251.290527,3
6820.657715,3
6975.359863,3
7019.933594,3
6754.740723,3
6877.393555,3
6719.994141,3
6930.620605,3
7187.07959,3
5852.898438,8
6675.314941,5
6955.227051,5
7603.194336,5
7635.941406,5
7361.240723,5
7614.816406,1
7505.05957,1
6084.60498,4
6009.92041,4
5902.155762,4
6107.742676,4
6093.500488,4
5664.856934,4
5418.209961,4
5696.620117,4
5312.106934,4
5407.966309,4
5214.086426,4
5766.403809,5
5998.676758,5
6101.216797,5
6247.77002,3
5784.427734,3
5789.193848,4
5420.07959,4
5250.980469,4
4728.5,4
4212.056641,4
5148.073242,4
5183.012695,4
5246.783691,4
5367.183594,4
5308.370117,4
5252.27002,4
5246.022949,4
5629.640137,5
5949.357422,5
5804.783203,5
5810.22998,5
6055.57666,5
6112.070801,5
6049.506348,5
5842.913574,5
6309.869141,3
6547.356445,3
6373.236816,3
6386.379395,3
6004.57959,3
5974.493164,3
6517.40332,3
6442.546875,3
6202.789551,3
6578.943359,3
6631.506836,3
6575.390625,3
